Sensor,Recording date UTC,Recording start time,Event value,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,Validity left,Validity right,Eye position left X (DACSmm),Eye position left Y (DACSmm),Eye position left Z (DACSmm),Eye position right X (DACSmm),Eye position right Y (DACSmm),Eye position right Z (DACSmm),Gaze point left X (DACSmm),Gaze point left Y (DACSmm),Gaze point right X (DACSmm),Gaze point right Y (DACSmm),Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Gaze point left X (MCSnorm),Gaze point left Y (MCSnorm),Gaze point right X (MCSnorm),Gaze point right Y (MCSnorm),Presented Media height,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Fixation point X (MCSnorm),Fixation point Y (MCSnorm)
0,16.03.2021,15:30:14.433,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Unclassified,50.0,30.0,0.0,0.0,0,0
0,16.03.2021,15:30:14.433,babelia 6164137243739591,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Unclassified,50.0,30.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,924.0,448.0,751.0,485.0,1097.0,412.0,"-0,03961","0,18982","-0,98102","0,00810","0,16616","-0,98607",0,0,Valid,Valid,"229,2","20,7","578,3","295,9","14,6","582,1","205,8","132,6","300,7","112,7","0,4783","0,4150","0,3742","0,4486","0,5825","0,3813",1080.0,Unclassified,50.0,30.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,919.0,440.0,743.0,470.0,1096.0,410.0,"-0,04319","0,18305","-0,98216","0,00757","0,16534","-0,98621",0,0,Valid,Valid,"229,1","20,7","578,3","295,8","14,6","582,1","203,7","128,5","300,3","112,2","0,4756","0,4072","0,3695","0,4347","0,5817","0,3797",1080.0,Unclassified,50.0,30.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,916.0,438.0,739.0,468.0,1093.0,409.0,"-0,04495","0,18239","-0,98220","0,00635","0,16472","-0,98632","5,13","5,12",Valid,Valid,"229,1","20,6","578,4","295,8","14,6","582,0","202,6","128,0","299,6","111,8","0,4737","0,4058","0,3672","0,4332","0,5801","0,3784",1080.0,Saccade,17.0,47.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,933.0,420.0,746.0,466.0,1120.0,375.0,"-0,04160","0,18160","-0,98249","0,01882","0,14923","-0,98862",0,0,Valid,Valid,"229,1","20,6","578,5","295,8","14,7","581,9","204,6","127,5","306,9","102,5","0,4838","0,3892","0,3715","0,4315","0,5961","0,3469",1080.0,Saccade,17.0,47.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,936.0,422.0,753.0,473.0,1120.0,370.0,"-0,03865","0,18500","-0,98198","0,01911","0,14724","-0,98892",0,0,Valid,Valid,"229,0","20,5","578,6","295,7","14,8","581,8","206,3","129,5","307,0","101,4","0,4858","0,3906","0,3752","0,4383","0,5963","0,3430",1080.0,Unclassified,17.0,31.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,936.0,421.0,753.0,471.0,1120.0,370.0,"-0,03866","0,18397","-0,98217","0,01913","0,14718","-0,98892","5,14","5,09",Valid,Valid,"229,0","20,4","578,8","295,7","14,8","581,7","206,2","128,8","307,0","101,4","0,4857","0,3894","0,3751","0,4359","0,5963","0,3430",1080.0,Unclassified,17.0,31.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,921.0,431.0,745.0,472.0,1098.0,390.0,"-0,04203","0,18475","-0,98189","0,00866","0,15579","-0,98775",0,0,Valid,Valid,"229,0","20,3","578,9","295,7","14,9","581,5","204,2","129,3","300,8","106,6","0,4768","0,3990","0,3707","0,4374","0,5828","0,3607",1080.0,Saccade,8.0,48.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,919.0,433.0,740.0,467.0,1098.0,399.0,"-0,04452","0,18237","-0,98222","0,00910","0,15991","-0,98709",0,0,Valid,Valid,"229,0","20,2","579,1","295,7","15,0","581,3","202,7","127,8","301,0","109,1","0,4753","0,4008","0,3674","0,4323","0,5832","0,3692",1080.0,Fixation,183.0,18.0,921.0,437.0,"0,4764","0,4044"
Eye Tracker,16.03.2021,15:30:14.433,0,918.0,436.0,741.0,468.0,1094.0,404.0,"-0,04392","0,18320","-0,98209","0,00719","0,16223","-0,98673","5,14","5,16",Valid,Valid,"229,0","20,1","579,4","295,7","15,0","581,2","203,1","128,2","299,9","110,6","0,4745","0,4039","0,3681","0,4337","0,5808","0,3741",1080.0,Fixation,183.0,18.0,921.0,437.0,"0,4764","0,4044"
Eye Tracker,16.03.2021,15:30:14.433,0,920.0,434.0,740.0,462.0,1099.0,406.0,"-0,04416","0,18032","-0,98262","0,00948","0,16300","-0,98658",0,0,Valid,Valid,"229,0","20,0","579,6","295,7","15,1","581,1","202,9","126,4","301,3","111,1","0,4758","0,4017","0,3679","0,4276","0,5838","0,3758",1080.0,Fixation,183.0,18.0,921.0,437.0,"0,4764","0,4044"
Eye Tracker,16.03.2021,15:30:14.433,0,927.0,426.0,740.0,462.0,1114.0,390.0,"-0,04422","0,18047","-0,98259","0,01624","0,15598","-0,98763",0,0,Valid,Valid,"229,0","19,9","579,8","295,6","15,1","581,1","202,9","126,4","305,2","106,8","0,4801","0,3945","0,3677","0,4276","0,5924","0,3614",1080.0,Fixation,183.0,18.0,921.0,437.0,"0,4764","0,4044"
Eye Tracker,16.03.2021,15:30:14.433,0,932.0,424.0,742.0,461.0,1122.0,387.0,"-0,04324","0,18010","-0,98270","0,01992","0,15462","-0,98777","5,15","5,01",Valid,Valid,"228,9","19,7","580,1","295,7","15,0","581,1","203,4","126,1","307,4","106,0","0,4831","0,3926","0,3689","0,4265","0,5973","0,3586",1080.0,Fixation,183.0,18.0,921.0,437.0,"0,4764","0,4044"
Eye Tracker,16.03.2021,15:30:14.433,0,930.0,432.0,739.0,467.0,1120.0,396.0,"-0,04457","0,18316","-0,98207","0,01925","0,15872","-0,98714",0,0,Valid,Valid,"229,0","19,6","580,3","295,7","15,1","581,1","202,7","127,9","307,1","108,5","0,4819","0,3998","0,3673","0,4326","0,5965","0,3670",1080.0,Fixation,183.0,18.0,921.0,437.0,"0,4764","0,4044"
Eye Tracker,16.03.2021,15:30:14.433,0,919.0,437.0,737.0,462.0,1102.0,413.0,"-0,04553","0,18097","-0,98243","0,01059","0,16607","-0,98606",0,0,Valid,Valid,"228,9","19,5","580,5","295,7","15,0","581,2","202,0","126,5","301,9","112,9","0,4756","0,4049","0,3659","0,4278","0,5853","0,3820",1080.0,Fixation,183.0,18.0,921.0,437.0,"0,4764","0,4044"
Eye Tracker,16.03.2021,15:30:14.433,0,914.0,439.0,734.0,462.0,1094.0,415.0,"-0,04715","0,18126","-0,98230","0,00677","0,16713","-0,98591","5,17","5,15",Valid,Valid,"229,0","19,4","580,8","295,7","15,0","581,3","201,1","126,6","299,7","113,5","0,4721","0,4061","0,3638","0,4282","0,5804","0,3840",1080.0,Fixation,183.0,18.0,921.0,437.0,"0,4764","0,4044"
Eye Tracker,16.03.2021,15:30:14.433,0,920.0,429.0,736.0,463.0,1105.0,395.0,"-0,04635","0,18162","-0,98228","0,01215","0,15836","-0,98731",0,0,Valid,Valid,"229,0","19,3","580,9","295,8","15,0","581,3","201,6","126,7","302,9","108,2","0,4761","0,3974","0,3649","0,4288","0,5874","0,3661",1080.0,Fixation,183.0,18.0,921.0,437.0,"0,4764","0,4044"
Eye Tracker,16.03.2021,15:30:14.433,0,924.0,433.0,741.0,473.0,1108.0,393.0,"-0,04387","0,18631","-0,98151","0,01335","0,15728","-0,98746",0,0,Valid,Valid,"228,9","19,3","581,0","295,7","14,9","581,4","203,0","129,6","303,6","107,5","0,4784","0,4011","0,3679","0,4384","0,5888","0,3638",1080.0,Fixation,183.0,18.0,921.0,437.0,"0,4764","0,4044"
Eye Tracker,16.03.2021,15:30:14.433,0,929.0,430.0,741.0,469.0,1116.0,390.0,"-0,04353","0,18449","-0,98187","0,01712","0,15615","-0,98758","5,19","5,01",Valid,Valid,"228,9","19,2","581,2","295,7","14,9","581,5","203,1","128,4","305,8","106,8","0,4811","0,3979","0,3683","0,4344","0,5938","0,3614",1080.0,Fixation,183.0,18.0,921.0,437.0,"0,4764","0,4044"
Eye Tracker,16.03.2021,15:30:14.433,0,920.0,444.0,741.0,467.0,1099.0,421.0,"-0,04354","0,18356","-0,98204","0,00921","0,16990","-0,98542",0,0,Valid,Valid,"228,9","19,2","581,2","295,7","14,9","581,5","203,2","127,8","301,2","115,1","0,4760","0,4110","0,3684","0,4325","0,5836","0,3896",1080.0,Fixation,183.0,18.0,921.0,437.0,"0,4764","0,4044"
Eye Tracker,16.03.2021,15:30:14.433,0,918.0,436.0,734.0,461.0,1103.0,412.0,"-0,04664","0,18095","-0,98239","0,01106","0,16575","-0,98611",0,0,Valid,Valid,"228,9","19,2","581,3","295,7","14,9","581,5","201,3","126,2","302,2","112,6","0,4750","0,4041","0,3642","0,4271","0,5858","0,3811",1080.0,Fixation,183.0,18.0,921.0,437.0,"0,4764","0,4044"
Eye Tracker,16.03.2021,15:30:14.433,0,914.0,441.0,732.0,466.0,1095.0,416.0,"-0,04763","0,18302","-0,98195","0,00745","0,16781","-0,98579","5,17","5,12",Valid,Valid,"228,8","19,1","581,3","295,7","14,9","581,5","200,6","127,5","300,1","113,9","0,4720","0,4083","0,3628","0,4313","0,5812","0,3853",1080.0,Fixation,183.0,18.0,921.0,437.0,"0,4764","0,4044"
Eye Tracker,16.03.2021,15:30:14.433,0,913.0,442.0,733.0,471.0,1093.0,413.0,"-0,04745","0,18513","-0,98157","0,00654","0,16612","-0,98608",0,0,Valid,Valid,"228,9","19,1","581,3","295,7","15,0","581,4","200,8","128,8","299,5","112,9","0,4715","0,4089","0,3631","0,4357","0,5800","0,3820",1080.0,Fixation,183.0,18.0,921.0,437.0,"0,4764","0,4044"
Eye Tracker,16.03.2021,15:30:14.433,0,912.0,445.0,736.0,468.0,1087.0,421.0,"-0,04558","0,18406","-0,98186","0,00391","0,16982","-0,98547",0,0,Valid,Valid,"228,8","19,2","581,3","295,6","15,0","581,4","201,8","128,1","297,9","115,2","0,4709","0,4116","0,3654","0,4335","0,5765","0,3897",1080.0,Fixation,183.0,18.0,921.0,437.0,"0,4764","0,4044"
Eye Tracker,16.03.2021,15:30:14.433,0,914.0,442.0,735.0,465.0,1092.0,420.0,"-0,04628","0,18265","-0,98209","0,00632","0,16932","-0,98554","5,19","5,01",Valid,Valid,"228,8","19,1","581,3","295,6","15,0","581,3","201,4","127,3","299,4","114,9","0,4721","0,4097","0,3646","0,4306","0,5796","0,3887",1080.0,Fixation,183.0,18.0,921.0,437.0,"0,4764","0,4044"
Eye Tracker,16.03.2021,15:30:14.433,0,926.0,432.0,740.0,464.0,1112.0,399.0,"-0,04405","0,18232","-0,98225","0,01558","0,15972","-0,98704",0,0,Valid,Valid,"228,9","19,2","581,3","295,6","15,1","581,1","202,8","127,1","304,8","109,1","0,4796","0,3996","0,3676","0,4299","0,5916","0,3693",1080.0,Fixation,183.0,18.0,921.0,437.0,"0,4764","0,4044"
Eye Tracker,16.03.2021,15:30:14.433,0,921.0,443.0,741.0,465.0,1102.0,422.0,"-0,04346","0,18255","-0,98224","0,01071","0,17002","-0,98538",0,0,Valid,Valid,"228,8","19,2","581,2","295,6","15,2","580,9","203,1","127,2","301,9","115,4","0,4767","0,4105","0,3683","0,4304","0,5852","0,3905",1080.0,Fixation,183.0,18.0,921.0,437.0,"0,4764","0,4044"
Eye Tracker,16.03.2021,15:30:14.433,0,923.0,443.0,744.0,464.0,1103.0,421.0,"-0,04215","0,18233","-0,98233","0,01127","0,16974","-0,98542","5,20","5,04",Valid,Valid,"228,9","19,2","581,2","295,6","15,2","580,8","203,9","127,1","302,3","115,3","0,4780","0,4100","0,3700","0,4299","0,5860","0,3900",1080.0,Fixation,183.0,18.0,921.0,437.0,"0,4764","0,4044"
Eye Tracker,16.03.2021,15:30:14.433,0,922.0,442.0,743.0,467.0,1101.0,418.0,"-0,04277","0,18333","-0,98212","0,01056","0,16809","-0,98572",0,0,Valid,Valid,"228,9","19,2","581,1","295,6","15,3","580,6","203,6","127,7","301,8","114,3","0,4771","0,4094","0,3693","0,4320","0,5850","0,3867",1080.0,Fixation,183.0,18.0,921.0,437.0,"0,4764","0,4044"
Eye Tracker,16.03.2021,15:30:14.433,0,928.0,436.0,745.0,468.0,1110.0,404.0,"-0,04153","0,18405","-0,98204","0,01487","0,16176","-0,98672",0,0,Valid,Valid,"228,8","19,2","581,1","295,5","15,3","580,5","204,2","128,1","304,3","110,5","0,4806","0,4037","0,3708","0,4335","0,5904","0,3739",1080.0,Fixation,183.0,18.0,921.0,437.0,"0,4764","0,4044"
Eye Tracker,16.03.2021,15:30:14.433,0,923.0,438.0,744.0,469.0,1101.0,407.0,"-0,04224","0,18445","-0,98193","0,01072","0,16310","-0,98655","5,21","5,17",Valid,Valid,"228,8","19,2","581,1","295,5","15,3","580,5","203,8","128,4","301,9","111,3","0,4775","0,4055","0,3698","0,4343","0,5851","0,3766",1080.0,Saccade,8.0,49.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,955.0,412.0,750.0,470.0,1161.0,354.0,"-0,03923","0,18496","-0,98196","0,03851","0,13916","-0,98952",0,0,Valid,Valid,"228,8","19,2","581,1","295,5","15,4","580,4","205,6","128,7","318,1","97,0","0,4973","0,3818","0,3738","0,4353","0,6208","0,3282",1080.0,Unclassified,8.0,32.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,940.0,424.0,742.0,474.0,1137.0,374.0,"-0,04267","0,18651","-0,98153","0,02763","0,14805","-0,98859",0,0,Valid,Valid,"228,7","19,2","581,1","295,4","15,4","580,4","203,5","129,6","311,6","102,3","0,4878","0,3923","0,3691","0,4386","0,6066","0,3461",1080.0,Saccade,50.0,50.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,912.0,431.0,731.0,463.0,1094.0,398.0,"-0,04807","0,18178","-0,98216","0,00769","0,15939","-0,98719","5,19","5,20",Valid,Valid,"228,7","19,1","581,0","295,3","15,3","580,4","200,2","126,7","299,8","109,0","0,4713","0,3987","0,3619","0,4286","0,5806","0,3688",1080.0,Saccade,50.0,50.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,891.0,417.0,708.0,445.0,1074.0,390.0,"-0,05851","0,17376","-0,98305","-0,00131","0,15585","-0,98778",0,0,Valid,Valid,"228,7","19,1","580,8","295,2","15,1","580,5","194,1","121,8","294,4","106,7","0,4586","0,3865","0,3484","0,4121","0,5687","0,3609",1080.0,Saccade,50.0,50.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,872.0,387.0,690.0,414.0,1054.0,360.0,"-0,06685","0,15987","-0,98487","-0,01039","0,14235","-0,98976",0,0,Valid,Valid,"228,6","19,1","580,7","295,0","15,0","580,5","189,2","113,4","288,9","98,5","0,4472","0,3583","0,3376","0,3836","0,5567","0,3331",1080.0,Saccade,50.0,50.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,863.0,346.0,674.0,384.0,1052.0,307.0,"-0,07427","0,14603","-0,98649","-0,01164","0,11842","-0,99290","5,16","4,99",Valid,Valid,"228,5","19,1","580,7","295,0","14,9","580,6","184,8","105,1","288,2","84,1","0,4416","0,3201","0,3281","0,3554","0,5551","0,2847",1080.0,Saccade,50.0,50.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,860.0,299.0,664.0,336.0,1056.0,262.0,"-0,07954","0,12405","-0,98908","-0,00981","0,09718","-0,99522",0,0,Valid,Valid,"228,6","19,1","580,7","295,0","14,9","580,6","181,9","91,9","289,3","71,6","0,4396","0,2767","0,3216","0,3111","0,5575","0,2423",1080.0,Saccade,50.0,50.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,861.0,293.0,666.0,336.0,1057.0,251.0,"-0,07845","0,12385","-0,98919","-0,00885","0,09233","-0,99569",0,0,Valid,Valid,"228,5","19,1","580,7","295,0","14,9","580,7","182,4","91,8","289,8","68,7","0,4407","0,2716","0,3228","0,3107","0,5586","0,2326",1080.0,Unclassified,42.0,33.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,864.0,291.0,666.0,341.0,1062.0,240.0,"-0,07822","0,12636","-0,98890","-0,00674","0,08730","-0,99616","5,13","4,93",Valid,Valid,"228,5","19,1","580,8","295,0","14,9","580,7","182,5","93,3","291,0","65,8","0,4422","0,2691","0,3230","0,3157","0,5613","0,2225",1080.0,Unclassified,42.0,33.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,861.0,302.0,676.0,341.0,1046.0,263.0,"-0,07345","0,12626","-0,98927","-0,01405","0,09758","-0,99513",0,0,Valid,Valid,"228,5","19,2","580,7","295,0","14,9","580,6","185,4","93,3","286,8","71,9","0,4406","0,2794","0,3293","0,3156","0,5519","0,2432",1080.0,Unclassified,42.0,33.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,851.0,290.0,658.0,312.0,1044.0,267.0,"-0,08199","0,11298","-0,99021","-0,01511","0,09964","-0,99491",0,0,Valid,Valid,"228,4","19,2","580,7","294,9","14,9","580,6","180,3","85,4","286,1","73,1","0,4344","0,2682","0,3183","0,2890","0,5505","0,2473",1080.0,Unclassified,42.0,33.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,851.0,294.0,658.0,312.0,1043.0,276.0,"-0,08200","0,11307","-0,99020","-0,01554","0,10377","-0,99448","5,01","4,87",Valid,Valid,"228,4","19,2","580,6","295,0","15,0","580,6","180,3","85,5","285,9","75,6","0,4341","0,2725","0,3183","0,2893","0,5500","0,2556",1080.0,Unclassified,42.0,33.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,869.0,306.0,670.0,358.0,1069.0,254.0,"-0,07660","0,13383","-0,98804","-0,00332","0,09344","-0,99562",0,0,Valid,Valid,"228,5","19,3","580,5","295,0","15,0","580,5","183,5","97,9","293,0","69,5","0,4455","0,2833","0,3252","0,3314","0,5657","0,2352",1080.0,Saccade,8.0,51.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,861.0,320.0,672.0,354.0,1051.0,286.0,"-0,07545","0,13185","-0,98839","-0,01191","0,10799","-0,99408",0,0,Valid,Valid,"228,4","19,4","580,3","294,9","15,1","580,5","184,1","96,8","288,0","78,2","0,4406","0,2961","0,3266","0,3276","0,5546","0,2645",1080.0,Unclassified,33.0,34.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,863.0,320.0,678.0,355.0,1047.0,286.0,"-0,07250","0,13218","-0,98857","-0,01391","0,10832","-0,99402","4,92","4,80",Valid,Valid,"228,4","19,5","580,2","295,0","15,1","580,5","185,9","97,1","286,9","78,4","0,4413","0,2968","0,3304","0,3284","0,5522","0,2651",1080.0,Unclassified,33.0,34.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,856.0,326.0,678.0,358.0,1035.0,294.0,"-0,07304","0,13357","-0,98834","-0,01934","0,11191","-0,99353",0,0,Valid,Valid,"228,6","19,6","580,0","295,0","15,1","580,5","185,7","98,0","283,7","80,5","0,4377","0,3020","0,3300","0,3315","0,5453","0,2725",1080.0,Unclassified,33.0,34.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,857.0,329.0,681.0,369.0,1034.0,289.0,"-0,07126","0,13836","-0,98781","-0,02011","0,10943","-0,99379",0,0,Valid,Valid,"228,6","19,6","579,8","295,0","15,1","580,4","186,7","100,9","283,3","79,1","0,4383","0,3044","0,3323","0,3413","0,5443","0,2675",1080.0,Unclassified,33.0,34.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,859.0,331.0,680.0,374.0,1037.0,289.0,"-0,07183","0,14065","-0,98745","-0,01885","0,10955","-0,99380","4,87","4,73",Valid,Valid,"228,6","19,7","579,7","295,1","15,1","580,4","186,5","102,3","284,1","79,1","0,4389","0,3068","0,3317","0,3460","0,5461","0,2676",1080.0,Saccade,17.0,52.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,867.0,295.0,685.0,317.0,1048.0,274.0,"-0,07016","0,11447","-0,99095","-0,01370","0,10236","-0,99465",0,0,Valid,Valid,"228,8","19,9","579,4","295,2","15,2","580,3","187,8","86,8","287,2","74,9","0,4438","0,2735","0,3346","0,2936","0,5530","0,2534",1080.0,Saccade,17.0,52.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,861.0,286.0,668.0,301.0,1054.0,272.0,"-0,07821","0,10666","-0,99122","-0,01088","0,10139","-0,99479",0,0,Valid,Valid,"228,8","20,0","579,2","295,3","15,2","580,3","183,1","82,3","288,9","74,3","0,4406","0,2650","0,3244","0,2784","0,5567","0,2515",1080.0,Fixation,67.0,19.0,870.0,305.0,"0,4461","0,2823"
Eye Tracker,16.03.2021,15:30:14.433,0,863.0,289.0,668.0,301.0,1059.0,278.0,"-0,07851","0,10647","-0,99121","-0,00903","0,10423","-0,99451","4,80","4,68",Valid,Valid,"229,0","20,1","579,0","295,4","15,2","580,3","183,1","82,3","290,1","76,0","0,4419","0,2678","0,3244","0,2784","0,5594","0,2573",1080.0,Fixation,67.0,19.0,870.0,305.0,"0,4461","0,2823"
Eye Tracker,16.03.2021,15:30:14.433,0,865.0,315.0,670.0,350.0,1060.0,280.0,"-0,07775","0,12880","-0,98862","-0,00868","0,10523","-0,99441",0,0,Valid,Valid,"229,2","20,3","578,7","295,6","15,3","580,3","183,6","95,7","290,5","76,7","0,4428","0,2917","0,3255","0,3237","0,5601","0,2596",1080.0,Fixation,67.0,19.0,870.0,305.0,"0,4461","0,2823"
Eye Tracker,16.03.2021,15:30:14.433,0,873.0,303.0,683.0,323.0,1062.0,282.0,"-0,07196","0,11642","-0,99059","-0,00764","0,10602","-0,99434",0,0,Valid,Valid,"229,2","20,4","578,6","295,6","15,4","580,3","187,2","88,4","291,2","77,2","0,4474","0,2803","0,3333","0,2992","0,5616","0,2614",1080.0,Fixation,67.0,19.0,870.0,305.0,"0,4461","0,2823"
Eye Tracker,16.03.2021,15:30:14.433,0,873.0,303.0,683.0,323.0,1062.0,283.0,"-0,07215","0,11629","-0,99059","-0,00772","0,10614","-0,99432","4,72","4,58",Valid,Valid,"229,3","20,5","578,5","295,7","15,4","580,2","187,2","88,4","291,2","77,3","0,4475","0,2804","0,3333","0,2992","0,5617","0,2617",1080.0,Fixation,67.0,19.0,870.0,305.0,"0,4461","0,2823"
Eye Tracker,16.03.2021,15:30:14.433,0,874.0,329.0,691.0,372.0,1056.0,286.0,"-0,06813","0,13875","-0,98798","-0,01088","0,10760","-0,99414",0,0,Valid,Valid,"229,4","20,7","578,3","295,7","15,5","580,1","189,5","101,9","289,4","78,3","0,4480","0,3048","0,3383","0,3447","0,5577","0,2649",1080.0,Fixation,67.0,19.0,870.0,305.0,"0,4461","0,2823"
Eye Tracker,16.03.2021,15:30:14.433,0,876.0,317.0,685.0,368.0,1067.0,265.0,"-0,07090","0,13666","-0,98808","-0,00551","0,09782","-0,99519",0,0,Valid,Valid,"229,3","20,8","578,1","295,7","15,6","580,1","187,8","100,7","292,5","72,6","0,4496","0,2932","0,3347","0,3408","0,5645","0,2455",1080.0,Fixation,67.0,19.0,870.0,305.0,"0,4461","0,2823"
Eye Tracker,16.03.2021,15:30:14.433,0,879.0,318.0,692.0,371.0,1066.0,265.0,"-0,06788","0,13785","-0,98813","-0,00595","0,09770","-0,99520","4,67","4,55",Valid,Valid,"229,2","20,8","578,0","295,6","15,6","580,0","189,5","101,5","292,1","72,5","0,4511","0,2943","0,3384","0,3433","0,5638","0,2454",1080.0,Fixation,67.0,19.0,870.0,305.0,"0,4461","0,2823"
Eye Tracker,16.03.2021,15:30:14.433,0,873.0,329.0,688.0,375.0,1058.0,283.0,"-0,06951","0,13982","-0,98773","-0,00943","0,10602","-0,99432",0,0,Valid,Valid,"229,2","20,9","577,8","295,5","15,7","579,9","188,5","102,7","290,0","77,5","0,4476","0,3049","0,3361","0,3475","0,5590","0,2622",1080.0,Saccade,8.0,53.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,857.0,344.0,683.0,376.0,1032.0,312.0,"-0,07160","0,14009","-0,98755","-0,02132","0,11923","-0,99264",0,0,Valid,Valid,"228,9","21,0","577,7","295,3","15,7","579,8","187,1","102,9","282,8","85,3","0,4381","0,3184","0,3330","0,3482","0,5433","0,2887",1080.0,Fixation,133.0,20.0,857.0,330.0,"0,4381","0,3057"
Eye Tracker,16.03.2021,15:30:14.433,0,856.0,338.0,677.0,367.0,1034.0,309.0,"-0,07375","0,13598","-0,98796","-0,02009","0,11820","-0,99279","4,60","4,50",Valid,Valid,"228,8","21,0","577,6","295,1","15,7","579,7","185,7","100,4","283,4","84,7","0,4372","0,3132","0,3299","0,3399","0,5445","0,2866",1080.0,Fixation,133.0,20.0,857.0,330.0,"0,4381","0,3057"
Eye Tracker,16.03.2021,15:30:14.433,0,858.0,331.0,677.0,364.0,1039.0,298.0,"-0,07399","0,13453","-0,98814","-0,01757","0,11278","-0,99346",0,0,Valid,Valid,"228,6","21,0","577,4","294,9","15,7","579,5","185,4","99,6","284,7","81,5","0,4384","0,3064","0,3294","0,3370","0,5474","0,2758",1080.0,Fixation,133.0,20.0,857.0,330.0,"0,4381","0,3057"
Eye Tracker,16.03.2021,15:30:14.433,0,856.0,322.0,676.0,342.0,1036.0,302.0,"-0,07416","0,12459","-0,98943","-0,01841","0,11465","-0,99324",0,0,Valid,Valid,"228,5","21,0","577,3","294,7","15,8","579,3","185,2","93,7","284,0","82,6","0,4374","0,2983","0,3289","0,3170","0,5458","0,2795",1080.0,Fixation,133.0,20.0,857.0,330.0,"0,4381","0,3057"
Eye Tracker,16.03.2021,15:30:14.433,0,853.0,322.0,675.0,342.0,1030.0,302.0,"-0,07420","0,12471","-0,98942","-0,02123","0,11489","-0,99315","4,56","4,58",Valid,Valid,"228,4","21,0","577,3","294,6","15,7","579,3","185,1","93,7","282,2","82,7","0,4354","0,2985","0,3287","0,3171","0,5420","0,2800",1080.0,Fixation,133.0,20.0,857.0,330.0,"0,4381","0,3057"
Eye Tracker,16.03.2021,15:30:14.433,0,861.0,346.0,691.0,389.0,1031.0,303.0,"-0,06689","0,14634","-0,98697","-0,02070","0,11498","-0,99315",0,0,Valid,Valid,"228,4","21,0","577,2","294,6","15,8","579,1","189,3","106,5","282,5","82,8","0,4402","0,3203","0,3378","0,3605","0,5426","0,2802",1080.0,Fixation,133.0,20.0,857.0,330.0,"0,4381","0,3057"
Eye Tracker,16.03.2021,15:30:14.433,0,864.0,335.0,688.0,378.0,1040.0,292.0,"-0,06806","0,14127","-0,98763","-0,01619","0,11023","-0,99377",0,0,Valid,Valid,"228,3","20,9","577,1","294,6","15,7","579,1","188,6","103,5","285,1","80,0","0,4423","0,3103","0,3363","0,3501","0,5483","0,2705",1080.0,Fixation,133.0,20.0,857.0,330.0,"0,4381","0,3057"
