Sensor,Recording date UTC,Recording start time,Event value,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,Validity left,Validity right,Eye position left X (DACSmm),Eye position left Y (DACSmm),Eye position left Z (DACSmm),Eye position right X (DACSmm),Eye position right Y (DACSmm),Eye position right Z (DACSmm),Gaze point left X (DACSmm),Gaze point left Y (DACSmm),Gaze point right X (DACSmm),Gaze point right Y (DACSmm),Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Gaze point left X (MCSnorm),Gaze point left Y (MCSnorm),Gaze point right X (MCSnorm),Gaze point right Y (MCSnorm),Presented Media height,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Fixation point X (MCSnorm),Fixation point Y (MCSnorm)
Eye Tracker,16.03.2021,15:30:14.433,0,968.0,467.0,807.0,478.0,1129.0,456.0,"-0,01181","0,18701","-0,98229","0,02369","0,18525","-0,98241",0,0,Valid,Valid,"228,2","17,2","596,3","294,9","11,8","598,6","221,1","130,7","309,3","124,7","0,5046","0,4321","0,4077","0,4422","0,6015","0,4220",1080.0,Fixation,183.0,93.0,958.0,453.0,"0,4987","0,4194"
Eye Tracker,16.03.2021,15:30:14.433,0,965.0,472.0,799.0,498.0,1132.0,446.0,"-0,01510","0,19590","-0,98051","0,02514","0,18118","-0,98313",0,0,Valid,Valid,"228,2","17,1","596,3","294,9","11,8","598,6","219,0","136,3","310,2","122,1","0,5033","0,4371","0,4032","0,4610","0,6033","0,4131",1080.0,Fixation,183.0,93.0,958.0,453.0,"0,4987","0,4194"
Eye Tracker,16.03.2021,15:30:14.433,0,972.0,457.0,791.0,498.0,1153.0,416.0,"-0,01904","0,19592","-0,98044","0,03455","0,16835","-0,98512","3,74","3,57",Valid,Valid,"228,2","17,0","596,3","294,9","11,7","598,6","216,7","136,2","315,9","114,0","0,5069","0,4232","0,3980","0,4607","0,6159","0,3856",1080.0,Saccade,17.0,325.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,958.0,503.0,778.0,531.0,1138.0,475.0,"-0,02441","0,21043","-0,97730","0,02804","0,19404","-0,98059",0,0,Valid,Valid,"228,2","16,9","596,2","294,8","11,6","598,5","213,3","145,3","311,9","130,0","0,4989","0,4657","0,3907","0,4916","0,6072","0,4398",1080.0,Saccade,17.0,325.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Invalid,Invalid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.0,EyesNotFound,83.0,50.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Invalid,Invalid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.0,EyesNotFound,83.0,50.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Invalid,Invalid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.0,EyesNotFound,83.0,50.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Invalid,Invalid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.0,EyesNotFound,83.0,50.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Invalid,Invalid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.0,EyesNotFound,83.0,50.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Invalid,Invalid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.0,EyesNotFound,83.0,50.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Invalid,Invalid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.0,EyesNotFound,83.0,50.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Invalid,Invalid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.0,EyesNotFound,83.0,50.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Invalid,Invalid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.0,EyesNotFound,83.0,50.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Invalid,Invalid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.0,EyesNotFound,83.0,50.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,879.0,410.0,0.0,0.0,879.0,410.0,0,0,0,"-0,08750","0,16640","-0,98217",0,"3,10",Invalid,Valid,0,0,0,"294,3","10,9","598,3",0,0,"241,0","112,2","0,4515","0,3797",0,0,"0,4515","0,3797",1080.0,Saccade,50.0,326.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,807.0,237.0,504.0,210.0,1109.0,265.0,"-0,14848","0,06788","-0,98658","0,01599","0,10235","-0,99462",0,0,Valid,Valid,"227,9","16,3","596,0","294,3","11,0","598,2","138,2","57,3","303,9","72,5","0,4077","0,2197","0,2257","0,1940","0,5896","0,2453",1080.0,Saccade,50.0,326.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,720.0,210.0,548.0,164.0,891.0,256.0,"-0,12905","0,04734","-0,99051","-0,08288","0,09779","-0,99175",0,0,Valid,Valid,"227,8","16,3","596,0","294,3","11,0","598,2","150,2","44,8","244,3","70,0","0,3553","0,1942","0,2520","0,1515","0,4586","0,2368",1080.0,Saccade,50.0,326.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,855.0,209.0,0.0,0.0,855.0,209.0,0,0,0,"-0,09966","0,07684","-0,99205",0,"3,69",Invalid,Valid,0,0,0,"294,3","11,0","598,2",0,0,"234,2","57,3","0,4366","0,1939",0,0,"0,4366","0,1939",1080.0,Saccade,50.0,326.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,735.0,146.0,572.0,156.0,898.0,136.0,"-0,11860","0,04364","-0,99198","-0,08040","0,04335","-0,99582",0,0,Valid,Valid,"227,9","16,4","596,1","294,3","11,1","598,1","156,6","42,6","246,0","37,1","0,3643","0,1348","0,2662","0,1440","0,4625","0,1256",1080.0,Saccade,50.0,326.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,733.0,181.0,573.0,218.0,894.0,144.0,"-0,11773","0,07210","-0,99042","-0,08211","0,04723","-0,99550",0,0,Valid,Valid,"227,8","16,3","596,1","294,3","11,1","598,1","157,0","59,7","244,9","39,5","0,3635","0,1678","0,2669","0,2020","0,4601","0,1336",1080.0,Saccade,50.0,326.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,739.0,202.0,579.0,257.0,899.0,147.0,"-0,11498","0,08956","-0,98932","-0,07960","0,04841","-0,99565","3,64","3,59",Valid,Valid,"227,8","16,3","596,1","294,3","11,1","598,0","158,6","70,2","246,5","40,2","0,3670","0,1868","0,2704","0,2376","0,4635","0,1360",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,740.0,199.0,576.0,254.0,904.0,144.0,"-0,11637","0,08808","-0,98929","-0,07749","0,04685","-0,99589",0,0,Valid,Valid,"227,9","16,3","596,1","294,3","11,2","597,8","157,8","69,4","247,8","39,4","0,3675","0,1840","0,2687","0,2348","0,4664","0,1332",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,741.0,180.0,574.0,215.0,909.0,144.0,"-0,11735","0,07052","-0,99058","-0,07525","0,04704","-0,99605",0,0,Valid,Valid,"227,8","16,3","596,1","294,2","11,3","597,7","157,2","58,7","249,1","39,5","0,3683","0,1662","0,2674","0,1987","0,4692","0,1338",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,739.0,175.0,571.0,204.0,907.0,146.0,"-0,11843","0,06573","-0,99078","-0,07626","0,04755","-0,99595","3,66","3,65",Valid,Valid,"227,9","16,4","596,1","294,3","11,3","597,5","156,6","55,9","248,5","39,9","0,3671","0,1620","0,2661","0,1891","0,4680","0,1349",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,740.0,176.0,575.0,206.0,905.0,147.0,"-0,11709","0,06633","-0,99090","-0,07689","0,04769","-0,99590",0,0,Valid,Valid,"227,9","16,5","595,8","294,3","11,5","597,3","157,5","56,4","248,1","40,1","0,3676","0,1634","0,2681","0,1909","0,4671","0,1358",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,733.0,176.0,567.0,203.0,900.0,149.0,"-0,12062","0,06494","-0,99057","-0,07940","0,04852","-0,99566",0,0,Valid,Valid,"227,9","16,6","595,5","294,2","11,6","597,0","155,3","55,7","246,6","40,7","0,3635","0,1631","0,2634","0,1884","0,4637","0,1378",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,901.0,155.0,0.0,0.0,901.0,155.0,0,0,0,"-0,07867","0,05140","-0,99557",0,"3,63",Invalid,Valid,0,0,0,"294,2","11,7","596,8",0,0,"247,1","42,5","0,4648","0,1439",0,0,"0,4648","0,1439",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,741.0,186.0,563.0,205.0,919.0,168.0,"-0,12240","0,06521","-0,99034","-0,07074","0,05676","-0,99588",0,0,Valid,Valid,"228,0","16,9","595,0","294,2","11,9","596,4","154,4","56,1","251,8","45,9","0,3683","0,1725","0,2613","0,1897","0,4753","0,1553",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,743.0,183.0,567.0,195.0,918.0,170.0,"-0,12064","0,06076","-0,99084","-0,07099","0,05746","-0,99582",0,0,Valid,Valid,"227,9","17,0","594,7","294,1","12,0","596,2","155,5","53,5","251,6","46,4","0,3693","0,1690","0,2637","0,1809","0,4748","0,1571",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,747.0,185.0,574.0,194.0,921.0,177.0,"-0,11784","0,05995","-0,99122","-0,06988","0,06077","-0,99570","3,69","3,64",Valid,Valid,"227,9","17,1","594,3","294,1","12,1","595,9","157,3","53,1","252,3","48,5","0,3719","0,1717","0,2675","0,1795","0,4763","0,1640",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,745.0,191.0,582.0,186.0,909.0,196.0,"-0,11432","0,05593","-0,99187","-0,07533","0,06933","-0,99475",0,0,Valid,Valid,"228,0","17,3","593,9","294,1","12,2","595,6","159,5","50,8","249,0","53,8","0,3708","0,1770","0,2725","0,1720","0,4691","0,1819",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,743.0,186.0,584.0,171.0,903.0,200.0,"-0,11360","0,04921","-0,99231","-0,07792","0,07099","-0,99443",0,0,Valid,Valid,"227,9","17,5","593,5","294,1","12,3","595,4","160,0","46,9","247,4","54,8","0,3695","0,1721","0,2736","0,1586","0,4655","0,1855",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,741.0,186.0,584.0,171.0,898.0,200.0,"-0,11367","0,04908","-0,99231","-0,08031","0,07073","-0,99426","3,65","3,64",Valid,Valid,"227,9","17,5","593,2","294,1","12,3","595,2","160,0","46,9","246,0","54,7","0,3680","0,1718","0,2736","0,1586","0,4625","0,1850",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,721.0,194.0,549.0,197.0,893.0,191.0,"-0,12946","0,06018","-0,98976","-0,08247","0,06660","-0,99437",0,0,Valid,Valid,"228,0","17,8","592,8","294,1","12,5","595,0","150,5","53,8","244,7","52,3","0,3561","0,1795","0,2526","0,1821","0,4596","0,1770",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,721.0,195.0,548.0,203.0,895.0,186.0,"-0,12993","0,06301","-0,98952","-0,08159","0,06429","-0,99459",0,0,Valid,Valid,"228,0","17,9","592,5","294,0","12,5","594,9","150,2","55,6","245,2","50,9","0,3563","0,1802","0,2520","0,1881","0,4607","0,1723",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,724.0,195.0,548.0,203.0,899.0,187.0,"-0,12996","0,06296","-0,98952","-0,07958","0,06494","-0,99471","3,73","3,64",Valid,Valid,"228,0","17,9","592,2","294,0","12,4","594,8","150,2","55,6","246,4","51,3","0,3577","0,1807","0,2520","0,1881","0,4634","0,1734",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,724.0,200.0,551.0,205.0,897.0,195.0,"-0,12894","0,06349","-0,98962","-0,08048","0,06841","-0,99441",0,0,Valid,Valid,"228,0","18,0","592,1","294,0","12,5","594,7","150,9","56,0","245,9","53,4","0,3579","0,1851","0,2535","0,1895","0,4622","0,1807",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,728.0,195.0,557.0,196.0,899.0,195.0,"-0,12617","0,05960","-0,99022","-0,07976","0,06823","-0,99448",0,0,Valid,Valid,"228,0","18,0","591,9","294,0","12,5","594,6","152,6","53,6","246,3","53,3","0,3601","0,1809","0,2572","0,1815","0,4631","0,1802",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,899.0,201.0,0.0,0.0,899.0,201.0,0,0,0,"-0,07947","0,07120","-0,99429",0,"3,66",Invalid,Valid,0,0,0,"294,0","12,4","594,6",0,0,"246,5","55,0","0,4635","0,1860",0,0,"0,4635","0,1860",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,746.0,202.0,576.0,198.0,915.0,206.0,"-0,11738","0,06052","-0,99124","-0,07226","0,07358","-0,99467",0,0,Valid,Valid,"228,0","18,1","591,8","294,0","12,4","594,5","158,0","54,2","250,8","56,4","0,3710","0,1872","0,2691","0,1835","0,4730","0,1909",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,742.0,209.0,570.0,213.0,914.0,205.0,"-0,12000","0,06727","-0,99049","-0,07265","0,07310","-0,99468",0,0,Valid,Valid,"228,0","18,1","591,8","294,0","12,4","594,5","156,3","58,2","250,5","56,1","0,3689","0,1935","0,2654","0,1971","0,4724","0,1899",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,750.0,188.0,570.0,213.0,930.0,164.0,"-0,11997","0,06737","-0,99049","-0,06544","0,05440","-0,99637","3,67","3,66",Valid,Valid,"228,0","18,0","591,8","294,0","12,4","594,5","156,3","58,2","254,9","44,8","0,3737","0,1744","0,2654","0,1971","0,4820","0,1517",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,745.0,187.0,578.0,210.0,912.0,163.0,"-0,11650","0,06609","-0,99099","-0,07361","0,05392","-0,99583",0,0,Valid,Valid,"228,0","18,0","591,9","294,0","12,4","594,5","158,4","57,5","250,0","44,6","0,3707","0,1728","0,2702","0,1946","0,4713","0,1509",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,746.0,203.0,582.0,239.0,909.0,168.0,"-0,11447","0,07914","-0,99027","-0,07489","0,05597","-0,99562",0,0,Valid,Valid,"228,0","18,0","591,9","293,9","12,4","594,5","159,6","65,3","249,2","45,8","0,3710","0,1880","0,2726","0,2209","0,4695","0,1551",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,750.0,203.0,583.0,240.0,916.0,167.0,"-0,11399","0,07979","-0,99027","-0,07176","0,05584","-0,99586","3,73","3,70",Valid,Valid,"228,0","17,9","592,0","294,0","12,4","594,5","159,8","65,6","251,1","45,7","0,3734","0,1884","0,2732","0,2221","0,4737","0,1547",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,736.0,167.0,547.0,155.0,924.0,180.0,"-0,13058","0,04088","-0,99059","-0,06807","0,06151","-0,99578",0,0,Valid,Valid,"228,0","18,0","592,0","294,0","12,5","594,5","150,0","42,4","253,3","49,2","0,3650","0,1550","0,2515","0,1436","0,4785","0,1664",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,743.0,179.0,557.0,173.0,929.0,184.0,"-0,12621","0,04925","-0,99078","-0,06588","0,06354","-0,99580",0,0,Valid,Valid,"228,0","18,0","592,1","293,9","12,5","594,6","152,5","47,4","254,6","50,4","0,3692","0,1655","0,2572","0,1604","0,4813","0,1707",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,742.0,177.0,557.0,173.0,927.0,181.0,"-0,12586","0,04941","-0,99082","-0,06666","0,06211","-0,99584","3,72","3,71",Valid,Valid,"228,0","17,9","592,2","294,0","12,5","594,6","152,7","47,5","254,2","49,5","0,3690","0,1641","0,2576","0,1606","0,4803","0,1676",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,749.0,183.0,575.0,194.0,923.0,173.0,"-0,11791","0,05865","-0,99129","-0,06886","0,05815","-0,99593",0,0,Valid,Valid,"228,0","18,1","592,2","294,0","12,5","594,7","157,6","53,1","252,9","47,3","0,3729","0,1698","0,2683","0,1797","0,4775","0,1599",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,748.0,195.0,574.0,227.0,921.0,162.0,"-0,11801","0,07388","-0,99026","-0,06935","0,05313","-0,99618",0,0,Valid,Valid,"228,0","18,1","592,2","294,0","12,6","594,7","157,4","62,2","252,6","44,3","0,3724","0,1803","0,2679","0,2106","0,4768","0,1499",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,751.0,197.0,579.0,231.0,923.0,163.0,"-0,11607","0,07550","-0,99037","-0,06864","0,05366","-0,99620","3,76","3,78",Valid,Valid,"228,0","18,1","592,3","294,0","12,6","594,8","158,6","63,2","253,0","44,6","0,3741","0,1824","0,2704","0,2139","0,4778","0,1509",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,744.0,198.0,570.0,233.0,917.0,164.0,"-0,12002","0,07596","-0,98986","-0,07127","0,05402","-0,99599",0,0,Valid,Valid,"228,1","18,2","592,3","294,0","12,7","594,8","156,3","63,6","251,4","44,9","0,3699","0,1837","0,2654","0,2153","0,4744","0,1520",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,728.0,180.0,546.0,178.0,911.0,183.0,"-0,13118","0,05077","-0,99006","-0,07429","0,06280","-0,99526",0,0,Valid,Valid,"228,0","18,2","592,2","294,0","12,7","594,8","149,6","48,6","249,6","50,2","0,3605","0,1671","0,2506","0,1644","0,4703","0,1699",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,728.0,183.0,546.0,178.0,910.0,189.0,"-0,13125","0,05080","-0,99005","-0,07457","0,06544","-0,99507","3,84","3,77",Valid,Valid,"228,0","18,2","592,2","294,0","12,6","594,9","149,5","48,6","249,4","51,8","0,3603","0,1698","0,2506","0,1644","0,4699","0,1751",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,749.0,226.0,584.0,261.0,913.0,192.0,"-0,11348","0,08856","-0,98959","-0,07306","0,06651","-0,99511",0,0,Valid,Valid,"228,1","18,3","592,2","294,0","12,7","594,9","160,2","71,3","250,3","52,5","0,3729","0,2095","0,2739","0,2414","0,4719","0,1775",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,742.0,199.0,571.0,216.0,913.0,182.0,"-0,11968","0,06798","-0,99048","-0,07301","0,06188","-0,99541",0,0,Valid,Valid,"228,1","18,4","592,1","294,0","12,7","594,9","156,5","59,0","250,3","49,7","0,3689","0,1838","0,2659","0,1996","0,4719","0,1681",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,743.0,200.0,571.0,216.0,915.0,184.0,"-0,11960","0,06804","-0,99049","-0,07221","0,06312","-0,99539","3,84","3,85",Valid,Valid,"228,0","18,3","592,1","294,0","12,6","594,9","156,5","59,0","250,8","50,3","0,3695","0,1849","0,2659","0,1996","0,4730","0,1703",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,736.0,188.0,562.0,190.0,909.0,186.0,"-0,12381","0,05635","-0,99071","-0,07480","0,06393","-0,99515",0,0,Valid,Valid,"228,0","18,4","592,1","294,0","12,6","595,0","154,1","52,1","249,3","50,8","0,3651","0,1742","0,2605","0,1763","0,4696","0,1720",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,732.0,201.0,568.0,188.0,897.0,215.0,"-0,12119","0,05542","-0,99108","-0,08041","0,07722","-0,99377",0,0,Valid,Valid,"228,0","18,4","592,1","293,9","12,5","595,0","155,6","51,5","245,8","58,8","0,3629","0,1865","0,2639","0,1743","0,4619","0,1988",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,733.0,198.0,567.0,188.0,899.0,208.0,"-0,12126","0,05535","-0,99108","-0,07946","0,07433","-0,99406","3,84","3,79",Valid,Valid,"228,0","18,4","592,1","293,9","12,4","595,1","155,5","51,4","246,4","56,9","0,3635","0,1832","0,2637","0,1740","0,4632","0,1925",1080.0,Fixation,333.0,94.0,739.0,191.0,"0,3673","0,1766"
Eye Tracker,16.03.2021,15:30:14.433,0,729.0,201.0,553.0,193.0,904.0,208.0,"-0,12782","0,05767","-0,99012","-0,07693","0,07455","-0,99425",0,0,Valid,Valid,"228,0","18,4","592,1","293,9","12,4","595,2","151,5","52,9","247,8","57,0","0,3607","0,1858","0,2550","0,1789","0,4665","0,1928",1080.0,Saccade,17.0,327.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,741.0,228.0,576.0,260.0,907.0,196.0,"-0,11718","0,08830","-0,98918","-0,07550","0,06917","-0,99474",0,0,Valid,Valid,"227,9","18,3","592,2","293,8","12,2","595,3","157,7","71,1","248,7","53,6","0,3684","0,2111","0,2686","0,2407","0,4683","0,1815",1080.0,Saccade,17.0,327.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,908.0,193.0,0.0,0.0,908.0,193.0,0,0,0,"-0,07493","0,06827","-0,99485",0,"3,82",Invalid,Valid,0,0,0,"293,8","12,1","595,4",0,0,"249,0","52,9","0,4690","0,1791",0,0,"0,4690","0,1791",1080.0,Unclassified,17.0,237.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,744.0,227.0,584.0,265.0,904.0,189.0,"-0,11310","0,09098","-0,98941","-0,07675","0,06611","-0,99486",0,0,Valid,Valid,"227,9","18,2","592,2","293,8","12,0","595,4","160,2","72,6","247,9","51,6","0,3702","0,2101","0,2739","0,2457","0,4666","0,1746",1080.0,Unclassified,17.0,237.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,752.0,225.0,588.0,265.0,916.0,185.0,"-0,11140","0,09112","-0,98959","-0,07133","0,06461","-0,99536",0,0,Valid,Valid,"227,9","18,0","592,3","293,8","11,9","595,5","161,2","72,6","251,2","50,6","0,3750","0,2084","0,2762","0,2455","0,4738","0,1712",1080.0,Saccade,42.0,328.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,952.0,192.0,0.0,0.0,952.0,192.0,0,0,0,"-0,05511","0,06806","-0,99616",0,"3,88",Invalid,Valid,0,0,0,"294,0","11,8","595,5",0,0,"261,0","52,5","0,4954","0,1775",0,0,"0,4954","0,1775",1080.0,Saccade,42.0,328.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,838.0,218.0,667.0,222.0,1009.0,213.0,"-0,07587","0,07190","-0,99452","-0,02907","0,07809","-0,99652",0,0,Valid,Valid,"228,1","17,9","592,4","294,0","11,8","595,5","182,9","60,7","276,6","58,4","0,4268","0,2015","0,3239","0,2054","0,5297","0,1976",1080.0,Saccade,42.0,328.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,872.0,238.0,713.0,226.0,1031.0,251.0,"-0,05480","0,07406","-0,99575","-0,01874","0,09517","-0,99528",0,0,Valid,Valid,"228,0","17,8","592,5","293,9","11,7","595,5","195,4","61,8","282,7","68,6","0,4472","0,2207","0,3514","0,2092","0,5430","0,2321",1080.0,Saccade,42.0,328.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,897.0,271.0,737.0,291.0,1056.0,251.0,"-0,04331","0,10396","-0,99364","-0,00745","0,09582","-0,99537","3,93","3,87",Valid,Valid,"227,9","17,6","592,5","293,9","11,5","595,4","202,1","79,6","289,4","68,8","0,4619","0,2511","0,3660","0,2694","0,5577","0,2328",1080.0,Saccade,42.0,328.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,923.0,272.0,754.0,299.0,1093.0,244.0,"-0,03546","0,10752","-0,99357","0,00950","0,09270","-0,99565",0,0,Valid,Valid,"227,9","17,6","592,6","293,8","11,5","595,3","206,7","81,7","299,5","66,9","0,4780","0,2514","0,3762","0,2765","0,5798","0,2263",1080.0,Unclassified,25.0,238.0,0.0,0.0,0,0
